sentence,entity_pairs,actual_labels,llm_responses,complete_responses,extracted_labels
"00:58 Smaller bonuses for Wall Street 01:47 This DeLorean is in pristine condition 01:01 Ferrari's $9.8B Valuation: How Investors Are Reacting 02:25 Cuba open to ""all type of businesses"" with US oil companies 00:58 Western digital is dropping $19B to acquire SanDisk 01:00 Uber - no plans to file for IPO soon 00:44 EU: Starbucks, Fiat profited from illegal tax breaks 01:47 Subway agrees to start measuring bread to ensure 12-inch footlongs 01:07 Ferrari is off to the races, to start trading on NYSE today 01:54 'Guitar Hero Live' lets you rock on stage 01:28 Apple lost millions of Music users when trial ended; 6.5M remain 01:05 Facebook will tell you when A government hacks your account 01:20 Yum plans to split its China business 01:03 IBM falls short in revenue estimates, cuts profit forecast 01:42 MORE STORIES","('Western Digital', 'SanDisk')",subsidiary,subsidiary,"ModelResponse(id='8e7ce1e6c95d4414-EWR', created=1732487834, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='subsidiary \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=7, prompt_tokens=440, total_tokens=447, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",subsidiary
"Other Articles Unitech Q1 sales bookings drops 47% at Rs 178 cr Maggi noodles ban: Govt on back foot in Nestle-NCDRC case Birla to buy Lafarge units for Rs 5,000 cr Birla Corporation on Monday announced that it will acquire two cement units from Lafarge India having a capacity of 5.15 million tonnes per annum for Rs 5,000 crore.","('Lafarge', 'cement')",product_or_material_produced,"The best relationship is **product or material produced**. 

Lafarge is a company that produces cement.","ModelResponse(id='8e7ce1e9de3e4414-EWR', created=1732487835, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The best relationship is **product or material produced**. \n\nLafarge is a company that produces cement. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=286, total_tokens=313, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",product_or_material_produced
"The largest U.S. aluminum producer said it imposed a global salary and hiring freeze as it seeks to cope with what Chief Executive Officer Klaus Kleinfeld called ""extraordinary times.""","('Klaus Kleinfeld', 'chief executive officer')",position_held,"The relationship is **chief executive officer**. 

The sentence states that Klaus Kleinfeld is the Chief Executive Officer.","ModelResponse(id='8e7ce1f008024414-EWR', created=1732487836, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **chief executive officer**. \n\nThe sentence states that Klaus Kleinfeld is the Chief Executive Officer. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=235, total_tokens=263, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
"(Reuters) - Twitter Inc will lay off up to 336 employees, or about 8 percent of its workforce, as co-founder Jack Dorsey readies to revive growth in the microblogging service provider's user base in his second stint as chief executive.","('Twitter', 'microblogging')",product_or_material_produced,"The best relationship is **platform**. 

Twitter is a **platform** for microblogging.","ModelResponse(id='8e7ce1f94dd14414-EWR', created=1732487837, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The best relationship is **platform**. \n\nTwitter is a **platform** for microblogging. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=248, total_tokens=273, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",platform
Chief Executive Officer Indra Nooyi has worked to trim Pepsi’s expenses as the strong dollar damps sales abroad and Americans grow wary of soda over concerns about obesity and artificial sweeteners .,"('Indra Nooyi', 'chief executive officer')",position_held,"The relationship is **position held**. 

Indra Nooyi is the Chief Executive Officer.","ModelResponse(id='8e7ce1fe3de14414-EWR', created=1732487838, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **position held**. \n\nIndra Nooyi is the Chief Executive Officer. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=235, total_tokens=259, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",position_held
GETTY China's slowing economy is hitting stock markets around the world GETTY Glencore chief executive Ivan Glasenberg has seen his wealth plummet,"('Glencore', 'Ivan Glasenberg')",chief_executive_officer,"The relationship is: **chief executive officer** 

The sentence states that Ivan Glasenberg is the ""chief executive"" of Glencore.","ModelResponse(id='8e7ce202ed5f4414-EWR', created=1732487839, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is: **chief executive officer** \n\nThe sentence states that Ivan Glasenberg is the ""chief executive"" of Glencore. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=226, total_tokens=259, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
GETTY China's slowing economy is hitting stock markets around the world GETTY Glencore chief executive Ivan Glasenberg has seen his wealth plummet,"('Glencore', 'Ivan Glasenberg')",owned_by,"The relationship is: **chief executive officer** 

The sentence states that Ivan Glasenberg is the ""chief executive"" of Glencore.","ModelResponse(id='8e7ce20b19134414-EWR', created=1732487840, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is: **chief executive officer** \n\nThe sentence states that Ivan Glasenberg is the ""chief executive"" of Glencore. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=226, total_tokens=259, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
GETTY China's slowing economy is hitting stock markets around the world GETTY Glencore chief executive Ivan Glasenberg has seen his wealth plummet,"('Ivan Glasenberg', 'Glencore')",owner_of,"The relationship is **chief executive officer**. 

The sentence states that Ivan Glasenberg is the ""chief executive"" of Glencore.","ModelResponse(id='8e7ce2131d314414-EWR', created=1732487841, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **chief executive officer**. \n\nThe sentence states that Ivan Glasenberg is the ""chief executive"" of Glencore. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=32, prompt_tokens=226, total_tokens=258, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",chief_executive_officer
"So last 7 to 10 days of the month, we started to see a bit of a softening trend in -- primarily the Los Angeles Orange County area, particularly the Los -- the core Los Angeles area.","('Angeles', 'Los Angeles')",location_of_formation,"The relationship is **part of**. 

Los Angeles is the full name, and Angeles is a shortened version of that name.","ModelResponse(id='8e7ce21a98114414-EWR', created=1732487843, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The relationship is **part of**. \n\nLos Angeles is the full name, and Angeles is a shortened version of that name. \n\n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=233, total_tokens=264, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",NO-REL
"After all, if there's such a large addressable market for 3D printing in manufacturing, why isn't Stratasys selling more 3D printers?","('Stratasys', '3D printing')",product_or_material_produced,"The best relationship is **manufacturer**. 

Stratasys is a company that manufactures 3D printers.","ModelResponse(id='8e7ce220594b4414-EWR', created=1732487843, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The best relationship is **manufacturer**. \n\nStratasys is a company that manufactures 3D printers. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=237, total_tokens=264, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",manufacturer
"After all, if there's such a large addressable market for 3D printing in manufacturing, why isn't Stratasys selling more 3D printers?","('Stratasys', '3D printing')",industry,"The best relationship is **manufacturer**. 

Stratasys is a company that manufactures 3D printers.","ModelResponse(id='8e7ce2283d4e4414-EWR', created=1732487845, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The best relationship is **manufacturer**. \n\nStratasys is a company that manufactures 3D printers. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=237, total_tokens=264, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",manufacturer
