prompt,answer,book_name,chapter_number,chapter_name
"66. The concept of restrictive practices in the U.S. market economy is ____________.

A: set out in law that remains relatively constant
B: continually evolving
C: useful and fair
D: closed to interpretation",B: continually evolving,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"67. Which of the following poses a difficult challenge for U.S. competition policy?

A: monopoly
B: monopolistic competition
C: perfect competition
D: natural monopoly",D: natural monopoly,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"68. Splitting up a natural monopoly held by a public utility that produces and provides electricity would

A: raise the total cost of production for all and force their profits to zero.
B: raise the average cost of production and force consumers to pay more.
C: evolve the structure of costs and demand to make competition less costly.
D: evolve the structure of costs and demand to make competition more likely.",B: raise the average cost of production and force consumers to pay more.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"69. A local regulator has calculated the average cost of production for the public water utility. The regulator has allowed an adjustment for the normal rate of profit the firm should expect to earn, and then set the price that consumers can be charged accordingly. In this instance, the regulator has used which of the following?

A: cost-plus regulation
B: cost-plus analysis
C: price-cap regulation
D: market-price analysis",A: cost-plus regulation,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"70. Firms operating under cost-plus regulation have an incentive to generate high costs by building huge factories or employing lots of staff,

A: because doing so creates efficiencies and innovation.
B: because the market changes dramatically and they have incentive to meet new demand.
C: because this will reduce the firm's costs more quickly and it can make a high level of profit.
D: because what they can charge is linked to the costs they incur.",D: because what they can charge is linked to the costs they incur.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"71. The result of regulatory capture is that government price regulation can often become a way for existing competitors to work together to

A: reduce output.
B: limit competition.
C: keep prices high.
D: all of the above.",D: all of the above.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"72. Which of the following completes the argument against deregulation of U.S. banks that began with the phrase: ""if banks competed to pay higher rates of interest"",

A: they might also compete to make riskier loans, potentially imperiling the safety of the banking system.
B: they might also compete to make less riskier loans, potentially imperiling the U.S. consumers' reliance on credit.
C: they will end up playing a large role in setting the regulations that they will follow.
D: they will send lobbyists to offer well-paid jobs to some of the retiring members of the regulatory board","A: they might also compete to make riskier loans, potentially imperiling the safety of the banking system.","Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"73. Following the commencement of deregulation of US airline industry in the 1970s, reduced airfares saved consumers billions of dollar a year however, the more recent string of airline mergers has

A: government safety regulators increasing employment opportunities for safety inspectors every year.
B: doubled the number of high-paying jobs in the airline industry year after year.
C: raised new concerns over how competition in the industry can once again be strengthened.
D: encouraged deregulators to push further and consider industries where deregulation needs are not obvious.",C: raised new concerns over how competition in the industry can once again be strengthened.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"74. If the U.S. electricity and the telecommunications industry are deregulated, the challenge that will need to be met will involve

A: injecting competition into industries where the arguments for deregulation are not obvious.
B: combining competition where possible with regulation where necessary.
C: focusing on the grid of wires that bring electricity to all categories of consumers.
D: plans for aiding the concealment of Enron-style antitrust activities.",B: combining competition where possible with regulation where necessary.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
"75. Norway's government nationalized the country's oil resources, and it has been accumulating a massive sovereign wealth fund worth billions of dollars ever since. This sovereign fund is used as a monetary source for government funded national education and healthcare. This is because the wealth generated by nationalized industries

A: is used to serve the citizens of the country.
B: is used to serve the interests of oil industry.
C: always charge high prices and reduce output.
D: never return value to citizens of the country.",A: is used to serve the citizens of the country.,"Principles of Economics, 3rd Edition",11,monopoly antitrust policy
